status,file_name,timestamp,user,ip,action,event,details
,,2024-11-18T19:41:10.001335,user_346,204.191.195.58,,error,"{'item_id': 4124, 'quantity': 5, 'price': 709.53}"
Image saved,decoded_image_7787122407891245126.jpg,,,,,,
Image saved,decoded_image_1995368483619620138.jpg,,,,,,
Image saved,decoded_image_-7279001774987939228.jpg,,,,,,
Image saved,decoded_image_8808741481381140560.jpg,,,,,,
,,2024-11-19T09:13:02.001386,user_344,136.226.66.110,,update,"{'item_id': 7695, 'quantity': 5, 'price': 684.04}"
,,2024-11-18T23:07:28.001392,user_783,30.34.125.4,ERROR,,
,,2024-11-18T13:25:42.001395,user_24,14.24.195.119,,update,"{'item_id': 5912, 'quantity': 1, 'price': 449.62}"
,,2024-11-18T03:12:51.001403,user_539,248.54.178.180,ERROR,,
Image saved,decoded_image_5737131741473108041.jpg,,,,,,
,,2024-11-19T03:29:20.001426,user_848,145.161.18.195,,logout,"{'item_id': 3405, 'quantity': 2, 'price': 389.54}"
,,2024-11-18T06:40:28.001434,user_271,169.163.208.66,,purchase,"{'item_id': 9122, 'quantity': 4, 'price': 548.33}"
,,2024-11-18T21:30:09.001440,user_211,18.215.83.187,,login,"{'item_id': 3919, 'quantity': 4, 'price': 881.65}"
Image saved,decoded_image_-6596806882423609013.jpg,,,,,,
Image saved,decoded_image_-4527472401808726185.jpg,,,,,,
,,2024-11-18T05:09:50.001468,user_319,7.65.143.57,,purchase,"{'item_id': 2073, 'quantity': 4, 'price': 80.7}"
Image saved,decoded_image_8954894289625979331.jpg,,,,,,
Image saved,decoded_image_-7998846045431319916.jpg,,,,,,
,,2024-11-19T02:08:16.001505,user_568,139.3.20.82,,error,"{'item_id': 6877, 'quantity': 1, 'price': 356.67}"
,,2024-11-17T21:07:04.001511,user_703,88.245.217.178,ERROR,,
,,2024-11-19T09:46:50.001523,user_699,100.63.188.56,,logout,"{'item_id': 3803, 'quantity': 2, 'price': 620.72}"
,,2024-11-17T19:04:56.001529,user_98,96.218.74.242,START,,
Image saved,decoded_image_7169103878903055910.jpg,,,,,,
,,2024-11-19T11:40:29.001539,user_463,197.65.55.102,STOP,,
,,2024-11-18T11:09:00.001543,user_587,144.217.12.176,STOP,,
Image saved,decoded_image_3695241834840274144.jpg,,,,,,
,,2024-11-18T09:45:57.001560,user_371,219.84.195.137,START,,
,,2024-11-17T20:46:08.001584,user_435,249.192.150.80,,logout,"{'item_id': 3402, 'quantity': 2, 'price': 303.14}"
,,2024-11-18T18:48:14.001596,user_427,64.81.54.128,START,,
,,2024-11-19T16:48:17.001600,user_221,35.162.100.189,,logout,"{'item_id': 4046, 'quantity': 5, 'price': 663.89}"
,,2024-11-19T02:27:37.001608,user_56,109.151.31.2,,error,"{'item_id': 7948, 'quantity': 2, 'price': 375.36}"
,,2024-11-19T14:21:10.001613,user_195,29.207.158.231,START,,
Image saved,decoded_image_-3476259032320754621.jpg,,,,,,
Image saved,decoded_image_-8721193118594670496.jpg,,,,,,
,,2024-11-18T21:34:19.001648,user_655,25.8.157.68,STOP,,
,,2024-11-18T01:27:29.001651,user_313,52.125.18.49,STOP,,
Image saved,decoded_image_1485761743655369811.jpg,,,,,,
,,2024-11-17T20:28:02.001667,user_219,177.142.39.52,START,,
Image saved,decoded_image_1034477135395881025.jpg,,,,,,
Image saved,decoded_image_-4275836506265878076.jpg,,,,,,
,,2024-11-18T07:56:55.001696,user_319,181.178.77.100,ERROR,,
,,2024-11-19T00:50:58.001700,user_38,126.27.53.39,,purchase,"{'item_id': 5361, 'quantity': 2, 'price': 26.47}"
Image saved,decoded_image_-6949893932646862466.jpg,,,,,,
,,2024-11-18T09:00:22.001731,user_956,232.187.213.206,,update,"{'item_id': 2642, 'quantity': 4, 'price': 332.87}"
Image saved,decoded_image_-4426897476023717320.jpg,,,,,,
Image saved,decoded_image_1594341170180369121.jpg,,,,,,
Image saved,decoded_image_2690323234429872913.jpg,,,,,,
Image saved,decoded_image_-7454400078171284299.jpg,,,,,,
,,2024-11-19T08:36:45.001793,user_910,117.150.229.228,,error,"{'item_id': 3750, 'quantity': 3, 'price': 505.47}"
Image saved,decoded_image_6804125886265437038.jpg,,,,,,
,,2024-11-18T13:50:09.001814,user_216,253.199.222.90,START,,
Image saved,decoded_image_4657820490432448021.jpg,,,,,,
Image saved,decoded_image_-4659422096064510016.jpg,,,,,,
,,2024-11-18T13:42:41.001835,user_284,124.193.159.190,,login,"{'item_id': 4066, 'quantity': 4, 'price': 321.04}"
,,2024-11-19T13:50:32.001841,user_399,12.80.14.195,,purchase,"{'item_id': 9831, 'quantity': 2, 'price': 473.15}"
,,2024-11-19T04:32:32.001848,user_208,234.146.166.168,ERROR,,
,,2024-11-19T16:04:26.001852,user_276,25.38.70.183,,purchase,"{'item_id': 9437, 'quantity': 4, 'price': 295.71}"
Image saved,decoded_image_2051771506907192280.jpg,,,,,,
Image saved,decoded_image_-2782875490877864119.jpg,,,,,,
Image saved,decoded_image_-1481576260535906073.jpg,,,,,,
Image saved,decoded_image_-4690939076103064779.jpg,,,,,,
,,2024-11-17T17:47:49.001922,user_746,143.47.175.106,,logout,"{'item_id': 4144, 'quantity': 5, 'price': 647.02}"
Image saved,decoded_image_-1700481797585358258.jpg,,,,,,
,,2024-11-17T22:21:39.001937,user_961,130.22.53.195,,purchase,"{'item_id': 1737, 'quantity': 2, 'price': 359.25}"
Image saved,decoded_image_-6475665012527765142.jpg,,,,,,
,,2024-11-18T23:27:51.001960,user_683,49.111.177.152,,login,"{'item_id': 7027, 'quantity': 2, 'price': 506.92}"
,,2024-11-18T07:28:30.001976,user_217,111.183.150.93,,logout,"{'item_id': 4579, 'quantity': 2, 'price': 70.44}"
Image saved,decoded_image_1876966624770597918.jpg,,,,,,
,,2024-11-18T00:53:18.001996,user_575,45.232.13.190,,login,"{'item_id': 9857, 'quantity': 5, 'price': 745.46}"
Image saved,decoded_image_3221912593774320747.jpg,,,,,,
Image saved,decoded_image_-6701726768424906032.jpg,,,,,,
,,2024-11-18T00:30:47.002029,user_715,160.146.179.100,,logout,"{'item_id': 2901, 'quantity': 4, 'price': 559.18}"
,,2024-11-19T02:17:48.002038,user_95,152.93.165.83,ERROR,,
,,2024-11-19T15:33:29.002049,user_522,69.226.221.52,,purchase,"{'item_id': 8305, 'quantity': 3, 'price': 523.51}"
Image saved,decoded_image_-2723485289537706724.jpg,,,,,,
,,2024-11-18T13:00:15.002068,user_909,16.233.250.18,,error,"{'item_id': 9013, 'quantity': 1, 'price': 953.44}"
Image saved,decoded_image_8513758491723376290.jpg,,,,,,
Image saved,decoded_image_4999173773849259802.jpg,,,,,,
Image saved,decoded_image_-5104147785640698543.jpg,,,,,,
,,2024-11-18T02:11:19.002099,user_570,76.7.36.118,STOP,,
Image saved,decoded_image_-5693474947077215173.jpg,,,,,,
Image saved,decoded_image_-5623514079138524268.jpg,,,,,,
,,2024-11-19T08:39:40.002126,user_421,247.188.75.93,,update,"{'item_id': 1773, 'quantity': 5, 'price': 71.61}"
,,2024-11-18T18:42:30.002132,user_659,168.73.243.243,ERROR,,
,,2024-11-18T05:43:32.002142,user_191,115.225.144.202,,purchase,"{'item_id': 4618, 'quantity': 1, 'price': 857.42}"
,,2024-11-19T00:06:10.002148,user_790,203.214.255.14,ERROR,,
,,2024-11-18T16:40:03.002151,user_758,8.100.22.9,ERROR,,
,,2024-11-18T07:10:41.002154,user_714,19.120.59.141,STOP,,
,,2024-11-18T00:04:34.002158,user_62,73.248.32.223,,purchase,"{'item_id': 1478, 'quantity': 4, 'price': 729.12}"
Image saved,decoded_image_8546944202413440390.jpg,,,,,,
,,2024-11-18T23:07:14.002173,user_688,245.225.177.30,,error,"{'item_id': 6102, 'quantity': 3, 'price': 827.68}"
,,2024-11-19T13:11:06.002185,user_747,177.133.104.161,,error,"{'item_id': 5082, 'quantity': 2, 'price': 464.84}"
,,2024-11-18T02:23:08.002193,user_918,190.130.252.149,START,,
,,2024-11-19T01:59:17.002198,user_944,35.162.193.56,STOP,,
,,2024-11-18T23:24:25.002204,user_212,198.51.89.61,,error,"{'item_id': 2169, 'quantity': 5, 'price': 812.61}"
,,2024-11-17T21:20:39.002209,user_158,104.237.193.186,START,,
Image saved,decoded_image_-5395976260993291620.jpg,,,,,,
,,2024-11-18T14:39:02.002227,user_840,112.176.180.157,ERROR,,
,,2024-11-19T01:22:12.002231,user_790,185.89.159.242,,login,"{'item_id': 2901, 'quantity': 4, 'price': 668.18}"
,,2024-11-18T13:02:36.002237,user_220,130.242.3.251,,login,"{'item_id': 6577, 'quantity': 2, 'price': 533.05}"
Image saved,decoded_image_-7776499377096669252.jpg,,,,,,
Image saved,decoded_image_-8341919063978026516.jpg,,,,,,
,,2024-11-18T21:57:43.002268,user_345,56.253.60.221,,logout,"{'item_id': 7116, 'quantity': 3, 'price': 792.58}"
,,2024-11-18T19:25:43.002274,user_212,134.185.157.162,,login,"{'item_id': 9298, 'quantity': 1, 'price': 17.16}"
,,2024-11-19T14:06:26.002284,user_5,190.156.47.80,STOP,,
,,2024-11-19T15:06:49.002290,user_663,122.149.42.167,STOP,,
,,2024-11-17T22:18:34.002314,user_543,156.240.57.78,START,,
,,2024-11-17T21:42:10.002318,user_781,108.185.109.183,STOP,,
,,2024-11-17T23:05:17.002323,user_191,210.204.182.188,,purchase,"{'item_id': 2764, 'quantity': 3, 'price': 569.88}"
Image saved,decoded_image_7147661793708565285.jpg,,,,,,
,,2024-11-18T18:08:52.002341,user_694,54.41.254.239,,purchase,"{'item_id': 7754, 'quantity': 3, 'price': 517.42}"
,,2024-11-17T20:16:37.002347,user_567,110.166.122.230,,update,"{'item_id': 4666, 'quantity': 2, 'price': 667.72}"
,,2024-11-18T01:32:51.002359,user_226,53.156.162.13,START,,
Image saved,decoded_image_-1015475780391572622.jpg,,,,,,
Image saved,decoded_image_3042968696877024089.jpg,,,,,,
,,2024-11-19T08:43:04.002392,user_458,134.201.185.79,,error,"{'item_id': 5955, 'quantity': 4, 'price': 798.76}"
,,2024-11-18T04:54:21.002406,user_53,63.231.158.54,,update,"{'item_id': 6633, 'quantity': 1, 'price': 917.3}"
Image saved,decoded_image_-1721881974305198520.jpg,,,,,,
,,2024-11-19T08:48:11.002421,user_685,98.255.192.223,,login,"{'item_id': 8118, 'quantity': 3, 'price': 597.0}"
Image saved,decoded_image_-7207619159142501930.jpg,,,,,,
,,2024-11-19T13:38:09.002470,user_134,36.7.96.213,,purchase,"{'item_id': 2275, 'quantity': 4, 'price': 826.79}"
,,2024-11-19T15:35:35.002481,user_551,105.135.154.103,ERROR,,
,,2024-11-18T18:44:38.002502,user_242,150.61.219.38,,purchase,"{'item_id': 6069, 'quantity': 1, 'price': 329.36}"
Image saved,decoded_image_-2556780279425173629.jpg,,,,,,
,,2024-11-19T07:06:13.002523,user_245,15.107.68.207,,error,"{'item_id': 1296, 'quantity': 5, 'price': 553.71}"
Image saved,decoded_image_-608279392409665172.jpg,,,,,,
Image saved,decoded_image_-7091082950184634937.jpg,,,,,,
Image saved,decoded_image_-5768013414502467197.jpg,,,,,,
Image saved,decoded_image_-9110728727354673536.jpg,,,,,,
,,2024-11-18T14:56:02.002585,user_573,239.214.144.159,START,,
Image saved,decoded_image_3609862788926978660.jpg,,,,,,
,,2024-11-17T23:45:15.002614,user_392,80.102.155.61,,logout,"{'item_id': 7583, 'quantity': 5, 'price': 195.52}"
,,2024-11-17T21:37:30.002620,user_585,147.127.188.160,,error,"{'item_id': 4225, 'quantity': 3, 'price': 187.93}"
,,2024-11-18T03:43:43.002628,user_305,190.201.151.222,,login,"{'item_id': 2752, 'quantity': 2, 'price': 832.32}"
,,2024-11-18T01:13:47.002637,user_722,215.207.154.86,,update,"{'item_id': 3919, 'quantity': 1, 'price': 240.92}"
,,2024-11-18T15:11:09.002662,user_202,123.213.245.39,START,,
,,2024-11-19T01:22:37.002667,user_490,163.85.11.203,,login,"{'item_id': 4995, 'quantity': 5, 'price': 514.33}"
Image saved,decoded_image_2766650318506037598.jpg,,,,,,
,,2024-11-19T06:29:03.002700,user_488,73.248.168.92,,login,"{'item_id': 6014, 'quantity': 5, 'price': 386.13}"
,,2024-11-18T12:20:58.002706,user_481,58.146.64.182,,logout,"{'item_id': 6272, 'quantity': 2, 'price': 18.16}"
,,2024-11-19T05:14:12.002712,user_407,218.221.168.177,,purchase,"{'item_id': 5666, 'quantity': 1, 'price': 71.43}"
,,2024-11-18T14:16:16.002718,user_816,53.68.112.149,,update,"{'item_id': 8382, 'quantity': 4, 'price': 172.48}"
,,2024-11-17T23:53:34.002724,user_764,80.139.206.86,,update,"{'item_id': 4036, 'quantity': 3, 'price': 478.34}"
Image saved,decoded_image_1383015376224188905.jpg,,,,,,
Image saved,decoded_image_-1770726042196735055.jpg,,,,,,
,,2024-11-19T15:24:35.002755,user_180,250.116.176.25,START,,
,,2024-11-18T06:28:30.002759,user_664,171.210.150.132,ERROR,,
,,2024-11-19T13:58:16.002762,user_708,93.52.92.104,ERROR,,
,,2024-11-17T19:12:57.002779,user_204,160.166.101.243,STOP,,
,,2024-11-17T19:44:16.002785,user_936,186.22.106.153,,purchase,"{'item_id': 6655, 'quantity': 2, 'price': 182.26}"
,,2024-11-19T16:25:20.002791,user_881,229.144.189.217,,login,"{'item_id': 7000, 'quantity': 3, 'price': 228.8}"
Image saved,decoded_image_-5550952246941614161.jpg,,,,,,
,,2024-11-19T15:54:46.002829,user_349,100.150.235.184,ERROR,,
,,2024-11-19T03:55:53.002833,user_872,188.224.76.15,STOP,,
,,2024-11-19T03:38:50.002849,user_636,8.209.160.183,START,,
,,2024-11-18T05:28:52.002858,user_313,134.248.110.48,,login,"{'item_id': 4619, 'quantity': 2, 'price': 482.28}"
,,2024-11-18T06:11:46.002867,user_826,98.101.204.41,,login,"{'item_id': 5660, 'quantity': 5, 'price': 574.72}"
Image saved,decoded_image_-9134039714521174667.jpg,,,,,,
,,2024-11-17T22:11:53.002889,user_123,157.35.243.96,,purchase,"{'item_id': 1775, 'quantity': 1, 'price': 481.36}"
,,2024-11-19T14:08:35.002894,user_40,159.210.41.111,STOP,,
,,2024-11-17T21:53:26.002900,user_222,44.5.152.152,,update,"{'item_id': 1818, 'quantity': 2, 'price': 321.5}"
,,2024-11-19T08:01:30.002914,user_811,191.135.117.189,START,,
,,2024-11-18T15:48:51.002925,user_177,9.237.111.96,,logout,"{'item_id': 2000, 'quantity': 4, 'price': 411.04}"
,,2024-11-19T16:51:21.002931,user_890,149.199.29.36,START,,
,,2024-11-19T01:41:40.002939,user_231,139.40.83.120,STOP,,
,,2024-11-18T20:32:30.002951,user_22,170.54.74.5,,error,"{'item_id': 3117, 'quantity': 3, 'price': 640.33}"
,,2024-11-18T14:48:32.002959,user_324,3.249.60.105,,update,"{'item_id': 9772, 'quantity': 5, 'price': 707.06}"
,,2024-11-19T11:40:51.002975,user_547,14.208.217.69,,error,"{'item_id': 3205, 'quantity': 2, 'price': 107.85}"
,,2024-11-18T09:11:59.002989,user_756,81.100.135.184,,login,"{'item_id': 1648, 'quantity': 5, 'price': 794.61}"
,,2024-11-19T02:11:26.002995,user_920,173.55.187.92,ERROR,,
,,2024-11-18T08:39:20.003001,user_835,121.23.199.154,,purchase,"{'item_id': 3803, 'quantity': 1, 'price': 410.26}"
Image saved,decoded_image_7525893943553898484.jpg,,,,,,
,,2024-11-18T10:36:52.003045,user_746,216.246.64.222,,error,"{'item_id': 9761, 'quantity': 4, 'price': 927.58}"
,,2024-11-19T04:26:29.003057,user_461,218.119.129.191,,login,"{'item_id': 5665, 'quantity': 1, 'price': 792.06}"
,,2024-11-18T18:47:06.003063,user_759,180.230.52.81,STOP,,
,,2024-11-19T02:48:00.003067,user_131,233.12.113.226,,login,"{'item_id': 8126, 'quantity': 5, 'price': 55.11}"
,,2024-11-19T06:49:07.003073,user_141,164.201.93.128,START,,
Image saved,decoded_image_-405853245694722283.jpg,,,,,,
,,2024-11-17T23:23:30.003083,user_326,1.11.81.2,,purchase,"{'item_id': 5490, 'quantity': 2, 'price': 357.2}"
,,2024-11-19T10:57:34.003103,user_733,227.113.110.8,,error,"{'item_id': 2211, 'quantity': 4, 'price': 741.55}"
,,2024-11-17T23:06:46.003109,user_562,15.81.94.19,,login,"{'item_id': 9397, 'quantity': 5, 'price': 974.54}"
,,2024-11-17T21:27:04.003121,user_934,218.121.185.106,STOP,,
Image saved,decoded_image_5165594637087002787.jpg,,,,,,
,,2024-11-19T00:21:30.003140,user_373,5.196.161.175,STOP,,
,,2024-11-18T03:58:30.003149,user_257,165.182.70.156,START,,
,,2024-11-18T01:39:52.003152,user_505,168.152.134.143,,login,"{'item_id': 1816, 'quantity': 5, 'price': 465.07}"
Image saved,decoded_image_8503926785536178777.jpg,,,,,,
Image saved,decoded_image_-4641834631583678713.jpg,,,,,,
Image saved,decoded_image_3902714013005457070.jpg,,,,,,
,,2024-11-19T06:10:20.003201,user_210,164.132.80.255,STOP,,
,,2024-11-18T04:58:55.003231,user_759,185.32.22.16,,purchase,"{'item_id': 1881, 'quantity': 3, 'price': 223.55}"
Image saved,decoded_image_3187625959231589853.jpg,,,,,,
Image saved,decoded_image_-7731921682879222564.jpg,,,,,,
,,2024-11-18T20:33:49.003278,user_443,196.37.226.99,,login,"{'item_id': 4488, 'quantity': 4, 'price': 570.29}"
,,2024-11-17T22:35:56.003283,user_428,140.57.2.219,STOP,,
,,2024-11-18T12:28:28.003318,user_323,68.158.87.20,,login,"{'item_id': 2021, 'quantity': 1, 'price': 352.03}"
Image saved,decoded_image_318588321763033987.jpg,,,,,,
,,2024-11-17T18:17:20.003330,user_837,65.230.232.75,START,,
Image saved,decoded_image_913876195378861233.jpg,,,,,,
Image saved,decoded_image_4944457532759276524.jpg,,,,,,
,,2024-11-18T19:34:02.003361,user_866,244.199.147.14,START,,
,,2024-11-18T19:09:14.003377,user_972,224.145.172.247,,login,"{'item_id': 4978, 'quantity': 1, 'price': 649.28}"
,,2024-11-18T02:02:40.003387,user_651,134.96.80.95,ERROR,,
,,2024-11-18T19:04:57.003398,user_422,36.160.179.218,ERROR,,
,,2024-11-19T00:55:34.003401,user_310,138.2.163.138,,update,"{'item_id': 7064, 'quantity': 3, 'price': 783.26}"
,,2024-11-19T00:19:28.003407,user_583,163.252.33.164,ERROR,,
,,2024-11-18T23:41:09.003411,user_540,15.93.209.235,,logout,"{'item_id': 5033, 'quantity': 1, 'price': 512.46}"
,,2024-11-18T05:09:00.003420,user_119,78.5.18.190,START,,
Image saved,decoded_image_1974906341763865190.jpg,,,,,,
Image saved,decoded_image_-9152854425136730158.jpg,,,,,,
Image saved,decoded_image_4698248125170999901.jpg,,,,,,
,,2024-11-18T18:32:05.003470,user_812,59.45.204.101,STOP,,
,,2024-11-18T07:56:53.003476,user_791,93.151.152.89,,error,"{'item_id': 1752, 'quantity': 2, 'price': 647.2}"
,,2024-11-19T07:03:09.003482,user_26,77.63.52.137,,login,"{'item_id': 5280, 'quantity': 2, 'price': 492.72}"
,,2024-11-17T23:42:46.003490,user_387,15.234.218.177,,error,"{'item_id': 9348, 'quantity': 3, 'price': 634.03}"
,,2024-11-18T01:38:36.003496,user_646,194.154.200.12,ERROR,,
Image saved,decoded_image_-7029831495328775886.jpg,,,,,,
,,2024-11-19T05:35:35.003514,user_736,144.59.43.162,START,,
,,2024-11-18T19:17:10.003526,user_572,70.218.98.121,,purchase,"{'item_id': 4923, 'quantity': 1, 'price': 341.83}"
,,2024-11-18T05:27:41.003540,user_80,216.94.241.183,,login,"{'item_id': 7627, 'quantity': 4, 'price': 792.54}"
,,2024-11-17T22:52:11.003563,user_480,171.108.148.101,,logout,"{'item_id': 3223, 'quantity': 1, 'price': 132.12}"
,,2024-11-18T20:53:43.003569,user_967,175.76.127.228,,update,"{'item_id': 2702, 'quantity': 2, 'price': 385.1}"
Image saved,decoded_image_1104528849224269428.jpg,,,,,,
,,2024-11-19T07:15:27.003581,user_923,204.243.43.72,ERROR,,
,,2024-11-18T20:50:27.003587,user_892,78.7.201.163,STOP,,
,,2024-11-18T02:23:27.003593,user_382,142.117.229.199,ERROR,,
,,2024-11-19T10:01:40.003610,user_977,36.2.12.140,,error,"{'item_id': 2481, 'quantity': 5, 'price': 92.83}"
,,2024-11-18T11:43:44.003623,user_984,178.50.223.236,,update,"{'item_id': 3122, 'quantity': 3, 'price': 850.65}"
Image saved,decoded_image_7473502255018341369.jpg,,,,,,
,,2024-11-18T22:13:39.003640,user_162,227.176.246.120,STOP,,
,,2024-11-19T07:20:05.003646,user_489,164.94.149.41,,update,"{'item_id': 6320, 'quantity': 2, 'price': 981.51}"
,,2024-11-18T17:03:50.003664,user_224,100.218.247.112,,login,"{'item_id': 5617, 'quantity': 3, 'price': 529.24}"
,,2024-11-18T16:51:01.003678,user_794,217.160.147.251,STOP,,
Image saved,decoded_image_-1100805614269838721.jpg,,,,,,
Image saved,decoded_image_4149319976835211988.jpg,,,,,,
,,2024-11-17T22:47:33.003699,user_180,67.235.30.214,,update,"{'item_id': 1913, 'quantity': 1, 'price': 972.41}"
Image saved,decoded_image_-898000242775132593.jpg,,,,,,
Image saved,decoded_image_7543358188845757617.jpg,,,,,,
Image saved,decoded_image_5174502314129175012.jpg,,,,,,
Image saved,decoded_image_-2725479393958781872.jpg,,,,,,
,,2024-11-18T20:12:33.003757,user_23,70.179.146.116,START,,
Image saved,decoded_image_-1662447737888409867.jpg,,,,,,
Image saved,decoded_image_3999276222929135712.jpg,,,,,,
,,2024-11-18T20:28:45.003788,user_269,87.109.233.45,START,,
,,2024-11-18T05:14:29.003794,user_599,69.182.6.224,,error,"{'item_id': 9702, 'quantity': 3, 'price': 537.27}"
Image saved,decoded_image_8738392631435284889.jpg,,,,,,
Image saved,decoded_image_-376535013257254067.jpg,,,,,,
,,2024-11-17T20:08:28.003825,user_270,239.109.120.119,START,,
,,2024-11-18T05:08:17.003837,user_398,88.42.23.210,,logout,"{'item_id': 1141, 'quantity': 1, 'price': 387.66}"
Image saved,decoded_image_-3828781232704432184.jpg,,,,,,
,,2024-11-19T16:43:51.003852,user_123,76.224.183.178,START,,
,,2024-11-18T23:02:29.003858,user_176,145.145.233.245,,purchase,"{'item_id': 5117, 'quantity': 3, 'price': 581.54}"
,,2024-11-17T21:35:59.003864,user_209,255.74.38.128,,logout,"{'item_id': 2021, 'quantity': 4, 'price': 19.56}"
Image saved,decoded_image_-5484073621748173926.jpg,,,,,,
,,2024-11-17T21:54:37.003881,user_892,35.232.228.164,,update,"{'item_id': 3081, 'quantity': 1, 'price': 774.95}"
,,2024-11-19T11:28:23.003902,user_972,35.123.91.79,,login,"{'item_id': 4096, 'quantity': 3, 'price': 681.22}"
Image saved,decoded_image_4068195400235904870.jpg,,,,,,
,,2024-11-18T05:15:16.003925,user_869,75.117.243.191,,purchase,"{'item_id': 3425, 'quantity': 3, 'price': 342.15}"
Image saved,decoded_image_6990908718435479880.jpg,,,,,,
,,2024-11-18T23:07:09.003945,user_51,214.151.180.105,STOP,,
Image saved,decoded_image_2265508959738647828.jpg,,,,,,
,,2024-11-18T09:00:08.003963,user_657,79.150.31.105,STOP,,
Image saved,decoded_image_406966596346921007.jpg,,,,,,
Image saved,decoded_image_4145101560580257899.jpg,,,,,,
,,2024-11-18T18:47:18.004000,user_361,221.200.35.42,,login,"{'item_id': 3598, 'quantity': 4, 'price': 840.59}"
,,2024-11-19T03:18:29.004006,user_830,21.228.150.44,STOP,,
,,2024-11-19T05:35:54.004013,user_342,171.219.201.114,STOP,,
,,2024-11-17T17:34:45.004017,user_472,203.22.250.246,START,,
Image saved,decoded_image_5316290926551520302.jpg,,,,,,
,,2024-11-19T09:53:05.004046,user_121,240.164.197.142,,update,"{'item_id': 6707, 'quantity': 1, 'price': 686.76}"
Image saved,decoded_image_3363053337741774098.jpg,,,,,,
,,2024-11-19T07:41:51.004079,user_809,19.189.57.110,STOP,,
,,2024-11-18T12:56:38.004083,user_361,32.189.252.79,START,,
,,2024-11-18T16:11:29.004088,user_389,164.76.191.237,STOP,,
Image saved,decoded_image_5737872255380815291.jpg,,,,,,
Image saved,decoded_image_-3788462366725310879.jpg,,,,,,
Image saved,decoded_image_-5483082948785364103.jpg,,,,,,
,,2024-11-19T07:15:15.004115,user_631,209.115.173.201,STOP,,
,,2024-11-18T12:16:28.004125,user_587,29.40.101.48,START,,
Image saved,decoded_image_-7094526660944931167.jpg,,,,,,
,,2024-11-18T21:05:34.004141,user_540,20.46.210.245,,purchase,"{'item_id': 2238, 'quantity': 4, 'price': 552.78}"
,,2024-11-18T07:18:31.004147,user_907,98.109.25.197,,logout,"{'item_id': 2154, 'quantity': 5, 'price': 670.15}"
,,2024-11-18T00:44:17.004153,user_216,201.40.243.252,ERROR,,
,,2024-11-18T10:45:52.004172,user_687,187.39.201.193,STOP,,
,,2024-11-19T03:12:37.004175,user_854,136.27.167.227,START,,
,,2024-11-17T21:13:12.004185,user_66,10.47.172.17,ERROR,,
,,2024-11-19T07:18:05.004192,user_716,60.210.80.72,ERROR,,
,,2024-11-19T02:23:46.004196,user_365,156.246.1.227,,error,"{'item_id': 3093, 'quantity': 1, 'price': 194.26}"
Image saved,decoded_image_-1664082032906157876.jpg,,,,,,
Image saved,decoded_image_5194704319130198325.jpg,,,,,,
Image saved,decoded_image_-2660501838749869304.jpg,,,,,,
Image saved,decoded_image_-3424442741376396039.jpg,,,,,,
Image saved,decoded_image_6457463791928979369.jpg,,,,,,
Image saved,decoded_image_-1860844356032722395.jpg,,,,,,
,,2024-11-17T20:19:28.004264,user_667,213.91.6.127,,error,"{'item_id': 4772, 'quantity': 2, 'price': 394.83}"
Image saved,decoded_image_7703367813984619004.jpg,,,,,,
,,2024-11-19T14:43:22.004287,user_918,126.39.82.246,,logout,"{'item_id': 4923, 'quantity': 2, 'price': 54.12}"
Image saved,decoded_image_4979014458088964224.jpg,,,,,,
,,2024-11-18T18:20:23.004306,user_142,5.186.171.138,,update,"{'item_id': 4298, 'quantity': 3, 'price': 509.47}"
,,2024-11-17T19:56:27.004311,user_119,215.114.74.215,,logout,"{'item_id': 7588, 'quantity': 1, 'price': 309.58}"
Image saved,decoded_image_7118551455962047487.jpg,,,,,,
,,2024-11-19T11:41:41.004326,user_195,209.97.56.55,,logout,"{'item_id': 4539, 'quantity': 4, 'price': 467.54}"
Image saved,decoded_image_-6026488742367643693.jpg,,,,,,
Image saved,decoded_image_-2209151329667504324.jpg,,,,,,
Image saved,decoded_image_1817040046741303153.jpg,,,,,,
Image saved,decoded_image_5567615012574773184.jpg,,,,,,
,,2024-11-18T23:18:48.004378,user_256,68.161.99.188,START,,
Image saved,decoded_image_-7915136445607019374.jpg,,,,,,
,,2024-11-19T16:28:31.004393,user_764,20.50.251.1,,update,"{'item_id': 5155, 'quantity': 5, 'price': 710.25}"
,,2024-11-18T17:23:54.004401,user_584,103.102.18.15,STOP,,
,,2024-11-19T12:09:26.004417,user_222,234.99.64.81,STOP,,
Image saved,decoded_image_-2206402243908662601.jpg,,,,,,
Image saved,decoded_image_-8774327142967638710.jpg,,,,,,
Image saved,decoded_image_7399388374770168511.jpg,,,,,,
,,2024-11-17T23:41:43.004462,user_452,223.81.27.171,,purchase,"{'item_id': 5477, 'quantity': 3, 'price': 917.43}"
Image saved,decoded_image_8872196709618161143.jpg,,,,,,
,,2024-11-18T13:00:34.004477,user_594,27.13.29.156,,error,"{'item_id': 4379, 'quantity': 5, 'price': 915.1}"
,,2024-11-19T09:15:18.004484,user_352,63.77.40.49,ERROR,,
,,2024-11-19T03:23:54.004492,user_989,54.33.109.97,STOP,,
,,2024-11-18T00:20:21.004496,user_966,9.247.69.166,,purchase,"{'item_id': 3895, 'quantity': 5, 'price': 699.6}"
